name,assignment,length,begin,end,species,species-score,type,type support,major lineage,major lineage support,minor lineage,minor lineage support,minor lineage,minor lineage support
MW945674,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945673,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Could not assign,,,
MW945672,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945671,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945670,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945669,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 3,,,
MW945668,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945667,4III,10164,102,10265,dengue virus type 4,,III,100,,,,,,
MW945666,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945665,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945664,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945663,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 1,,,
MW945662,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945661,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 2,,,
MW945660,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945659,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945658,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945657,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 1,,,
MW945656,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945655,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945654,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 1,,,
MW945653,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945652,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945651,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945650,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945649,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945648,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945647,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945646,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945645,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945644,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945643,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945642,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945641,4II_B,10167,102,10268,dengue virus type 4,,II,100,B,100,,,,
MW945640,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945639,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945638,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945637,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945636,4II_A,10164,102,10265,dengue virus type 4,,II,100,A,100,Could not assign,,,
MW945635,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945634,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945633,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945632,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945631,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945630,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945629,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 1,,,
MW945628,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945627,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945626,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 3,,,
MW945625,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Could not assign,,,
MW945624,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945623,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945622,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945621,4III,10164,102,10265,dengue virus type 4,,III,100,,,,,,
MW945620,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 3,,,
MW945619,4III,10164,102,10265,dengue virus type 4,,III,100,,,,,,
MW945618,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945617,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945616,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945615,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945614,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945613,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945612,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945611,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945610,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945609,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945608,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945607,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945606,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945605,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945604,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945603,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945602,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945601,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945600,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945599,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945598,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945597,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945596,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945595,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945594,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945593,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945592,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945591,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945590,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 2,,,
MW945589,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945588,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945587,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945586,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945585,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945584,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945583,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945581,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945582,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945580,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945579,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945578,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945577,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945576,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945575,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945574,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945573,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945572,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Could not assign,,,
MW945571,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945570,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945569,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945568,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 1,,,
MW945567,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945565,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945566,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945564,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945563,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945562,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945561,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 1,,,
MW945560,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945559,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945558,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945557,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945556,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945555,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945553,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945554,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945552,4IV,10167,102,10268,dengue virus type 4,,IV,100,,,,,,
MW945551,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945550,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945548,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945547,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Could not assign,,,
MW945549,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945546,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945545,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945544,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945543,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945541,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945542,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945540,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 3,,,
MW945539,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945538,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945537,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945536,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945535,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945534,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945533,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945532,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945531,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945530,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945529,4I,10164,102,10265,dengue virus type 4,,I,100,Related to but not part of A,,,,,
MW945528,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945527,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945526,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945525,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945523,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945524,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945522,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945521,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945520,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945519,4II_B,10167,102,10268,dengue virus type 4,,II,100,B,100,,,,
MW945518,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945517,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945516,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945515,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945514,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 1,,,
MW945513,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945512,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945511,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945510,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945509,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945508,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945507,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945506,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945505,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945504,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945503,4I,10164,102,10265,dengue virus type 4,,I,101,Related to but not part of A,,,,,
MW945502,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945501,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945500,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945499,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945498,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 1,,,
MW945497,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945496,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945495,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945494,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945493,4III,10164,102,10265,dengue virus type 4,,III,100,,,,,,
MW945492,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945491,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945490,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945489,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945487,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945488,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945486,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945485,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945484,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945483,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945482,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945481,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945480,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945479,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945478,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945477,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945476,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Could not assign,,,
MW945475,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945474,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945473,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945472,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945471,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945470,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945469,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945468,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945467,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945466,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945465,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945464,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945463,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945462,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945461,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 2,,,
MW945460,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945459,4I_A.3,10164,102,10265,dengue virus type 4,,I,100,A,100,3,100,,
MW945458,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,99,Related to but not part of 2,,,
MW945457,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945456,4I_A.2,10164,102,10265,dengue virus type 4,,I,100,A,100,2,100,,
MW945455,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945454,4I_A,10164,102,10265,dengue virus type 4,,I,100,A,100,Related to but not part of 2,,,
MW945437,4II_B,10167,102,10268,dengue virus type 4,,II,100,B,100,,,,
MW945436,4II_B,10167,102,10268,dengue virus type 4,,II,100,B,100,,,,
MW881266,4II_B,10164,102,10265,dengue virus type 4,,II,100,B,100,,,,
MW793460,4II_B,10648,1,10649,dengue virus type 4,,II,100,B,100,,,,
MW793459,4II_B,10648,1,10649,dengue virus type 4,,II,100,B,100,,,,
AY947539,4I,10643,9,10636,dengue virus type 4,,I,100,Could not assign,,,,,
OK605767,4II,10648,1,10649,dengue virus type 4,,II,100,Related to but not part of B,,,,,
OK605768,4II_B,10649,1,10649,dengue virus type 4,,II,100,B,100,,,,
OK605769,4I_B,10651,1,10649,dengue virus type 4,,I,100,B,100,Could not assign,,,
OK605770,4II_B,10649,1,10649,dengue virus type 4,,II,100,B,100,,,,
OK605771,4I_A,10650,1,10649,dengue virus type 4,,I,100,A,99,Related to but not part of 2,,,
ON123668,4I_B.1,10649,1,10649,dengue virus type 4,,I,100,B,100,1,100,,
MW720991,4II_A.2,10650,4,10649,dengue virus type 4,,II,100,A,100,2,100,,
MW720995,4II_A.2,10650,4,10649,dengue virus type 4,,II,100,A,100,2,100,,
MZ215848,dengue virus type 4,10677,1,10649,dengue virus type 4,,Related to but not part of IV,,,,,,,
ON799402,4I_B.1,10649,1,10649,dengue virus type 4,,I,100,B,100,1,100,,
ON799403,4I_B.1,10649,1,10649,dengue virus type 4,,I,100,B,100,1,100,,
OL314735,4II_A.1,10653,1,10649,dengue virus type 4,,II,100,A,100,1,100,,
OL314737,4II_A.1,10653,1,10649,dengue virus type 4,,II,100,A,100,1,100,,
OL314736,4II_A,10653,1,10649,dengue virus type 4,,II,100,A,100,Related to but not part of 1,,,
OL314738,4II_A.1,10653,1,10649,dengue virus type 4,,II,100,A,100,1,100,,
OL314739,4II_A.1,10653,1,10649,dengue virus type 4,,II,100,A,100,1,100,,
OL314740,4II_A,10653,1,10649,dengue virus type 4,,II,100,A,100,Could not assign,,,
OL314741,4II_A.1,10653,1,10649,dengue virus type 4,,II,100,A,100,1,100,,
OL314742,4II_A,10653,1,10649,dengue virus type 4,,II,100,A,100,Related to but not part of 1,,,
OL314743,4II_A.1,10653,1,10649,dengue virus type 4,,II,100,A,100,1,100,,
OL314744,4II_A.1,10653,1,10649,dengue virus type 4,,II,100,A,100,1,100,,
OL314745,4II_A.1,10653,1,10649,dengue virus type 4,,II,100,A,100,1,100,,
OL314746,4II_A,10653,1,10649,dengue virus type 4,,II,100,A,100,Related to but not part of 1,,,
OL314747,4II_A.1,10653,1,10649,dengue virus type 4,,II,100,A,100,1,100,,
KC762694,4II_A.2,10636,1,10632,dengue virus type 4,,II,100,A,100,2,100,,
KC762695,4II_A,10619,1,10615,dengue virus type 4,,II,100,A,100,Could not assign,,,
GQ199876,4II_B,10595,33,10627,dengue virus type 4,,II,100,B,100,,,,
KC762696,4II_A.2,10653,1,10649,dengue virus type 4,,II,100,A,100,2,100,,
GQ199878,4II_B,10592,36,10627,dengue virus type 4,,II,100,B,100,,,,
GQ199879,4II_B,10593,35,10627,dengue virus type 4,,II,100,B,100,,,,
GQ199880,4II_B,10590,38,10627,dengue virus type 4,,II,100,B,100,,,,
GQ199881,4II_B,10590,38,10627,dengue virus type 4,,II,100,B,100,,,,
GQ199882,4II_B,10592,36,10627,dengue virus type 4,,II,100,B,100,,,,
GQ199883,4II_B,10606,22,10627,dengue virus type 4,,II,100,B,100,,,,
GQ199884,4II_B,10606,22,10627,dengue virus type 4,,II,100,B,100,,,,
GQ199885,4II_B,10590,38,10627,dengue virus type 4,,II,100,B,100,,,,
KC762697,4II_A,10653,1,10649,dengue virus type 4,,II,100,A,100,Could not assign,,,
KC762698,4II_A.2,10653,1,10649,dengue virus type 4,,II,100,A,100,2,100,,
GQ252675,4II_B,10591,37,10627,dengue virus type 4,,II,100,B,100,,,,
JF262781,4II_B,10649,1,10649,dengue virus type 4,,II,100,B,100,,,,
JF262782,4II_B,10649,1,10649,dengue virus type 4,,II,100,B,100,,,,
JF262783,4I,10659,1,10649,dengue virus type 4,,I,100,Could not assign,,,,,
KC762699,4II_A.2,10641,1,10637,dengue virus type 4,,II,100,A,100,2,100,,
JF741967,4II_A.2,10631,1,10627,dengue virus type 4,,II,100,A,100,2,100,,
MG601754,4I_A.3,10772,1,10649,dengue virus type 4,,I,100,A,100,3,100,,
GQ398256,4II_A,10653,1,10649,dengue virus type 4,,II,100,A,100,Could not assign,,,
GQ868579,4II_B,10593,35,10627,dengue virus type 4,,II,100,B,100,,,,
GQ868580,4II_B,10598,27,10627,dengue virus type 4,,II,100,B,100,,,,
GQ868581,4II_B,10592,36,10627,dengue virus type 4,,II,100,B,100,,,,
GQ868582,4II_B,10606,22,10627,dengue virus type 4,,II,100,B,100,,,,
GQ868583,4II_B,10551,36,10587,dengue virus type 4,,II,100,B,100,,,,
GQ868584,4II_B,10552,35,10587,dengue virus type 4,,II,100,B,100,,,,
GQ868585,4II_B,10606,22,10627,dengue virus type 4,,II,100,B,100,,,,
GQ868594,4I,10607,36,10627,dengue virus type 4,,I,100,Could not assign,,,,,
GQ868642,4II_B,10595,33,10627,dengue virus type 4,,II,100,B,100,,,,
GQ868644,4II_B,10637,1,10627,dengue virus type 4,,II,100,B,100,,,,
GQ868643,4II_B,10593,35,10627,dengue virus type 4,,II,100,B,100,,,,
GQ868645,4II_B,10606,22,10627,dengue virus type 4,,II,100,B,100,,,,
FJ226067,4II_B,10606,22,10627,dengue virus type 4,,II,100,B,100,,,,
KC333651,4II_A,10574,27,10596,dengue virus type 4,,II,100,A,100,Could not assign,,,
KU509287,4I_B.2,10505,98,10600,dengue virus type 4,,I,100,B,99,2,100,,
KU509288,4II_A,10500,100,10598,dengue virus type 4,,II,100,A,100,Related to but not part of 1,,,
JQ513330,4II_B,10604,24,10627,dengue virus type 4,,II,100,B,100,,,,
JQ513331,4II_B,10604,24,10627,dengue virus type 4,,II,100,B,100,,,,
JQ513334,4II_B,10604,24,10627,dengue virus type 4,,II,100,B,100,,,,
JQ513335,4II_B,10604,24,10627,dengue virus type 4,,II,100,B,100,,,,
JQ513337,4II_B,10604,24,10627,dengue virus type 4,,II,100,B,100,,,,
JQ513341,4II_B,10604,24,10627,dengue virus type 4,,II,100,B,100,,,,
JQ513342,4II_B,10604,24,10627,dengue virus type 4,,II,100,B,100,,,,
FJ639736,4II_B,10606,22,10627,dengue virus type 4,,II,100,B,100,,,,
FJ639738,4II_B,10566,22,10587,dengue virus type 4,,II,100,B,100,,,,
FJ639739,4II_B,10606,22,10627,dengue virus type 4,,II,100,B,100,,,,
FJ639748,4II_B,10551,37,10587,dengue virus type 4,,II,100,B,100,,,,
FJ639764,4II_B,10566,22,10587,dengue virus type 4,,II,100,B,100,,,,
KM190936,4II_B,10592,36,10627,dengue virus type 4,,II,100,B,100,,,,
JN559740,4II_B,10604,24,10627,dengue virus type 4,,II,100,B,100,,,,
KU513441,4II_B,10650,1,10649,dengue virus type 4,,II,100,B,100,,,,
JN638570,4I_A.2,10650,1,10635,dengue virus type 4,,I,100,A,100,2,100,,
JN638571,4I_A.2,10656,1,10641,dengue virus type 4,,I,100,A,100,2,100,,
JN638572,4I_A.2,10656,1,10649,dengue virus type 4,,I,100,A,100,2,100,,
KJ160504,4II_B,10650,1,10649,dengue virus type 4,,II,100,B,100,,,,
JN819406,4II_B,10357,35,10391,dengue virus type 4,,II,100,B,100,,,,
KU523872,4II_A,10653,1,10649,dengue virus type 4,,II,100,A,100,Related to but not part of 1,,,
KU523871,4II_A,10589,1,10585,dengue virus type 4,,II,100,A,100,Could not assign,,,
JN983813,4II_B,10649,1,10649,dengue virus type 4,,II,100,B,100,,,,
KP188557,4II_B,10425,1,10414,dengue virus type 4,,II,100,B,100,,,,
KP188558,4II_B,10572,20,10586,dengue virus type 4,,II,100,B,100,,,,
KP188559,4II_B,10372,50,10419,dengue virus type 4,,II,100,B,100,,,,
KP188560,4II_B,10576,20,10588,dengue virus type 4,,II,100,B,100,,,,
